,Filename,Filename_acid,Filename_base,STDBWDistance,BWDistance,Distance3,Energy3,Distance4,Energy4,Distance5,Energy5,Distance6,Energy6,Fraction_vsburied_volume_acid,Fraction_vsburied_volume_base,Fraction_sburied_volume_acid,Fraction_sburied_volume_base,Fraction_mburied_volume_acid,Fraction_mburied_volume_base,Fraction_lburied_volume_acid,Fraction_lburied_volume_base,Frustrated
46,11_40_opt.xyz,11_opt.xyz,40_opt.xyz,2.3388061327876914,5.8745394587598945,1.7233327290377296,-130.03180478968,5.897866398830594,-130.11639988571,5.543768583766738,-130.11213113494,5.423376125151581,-130.10589382988,0.9930591425619835,0.9486699380165289,0.9951165516343274,0.8623844250553457,0.9935097586412396,0.7227912693682956,0.9726635296310101,0.5540847465523667,1
47,11_41_opt.xyz,11_opt.xyz,41_opt.xyz,0.2295704204590465,1.5904550663055892,1.5901200453980602,-126.97330712748,1.5902702451303103,-126.97332212588,1.590972644260136,-126.97331917069,4.330993247045374,-126.94576577896,0.9930591425619835,0.8039449896694215,0.9951165516343274,0.6648001041802318,0.9935097586412396,0.5318459475566151,0.9726635296310101,0.41318603242638835,0
48,11_42_opt.xyz,11_opt.xyz,42_opt.xyz,2.274300796408212,5.6114389759611365,1.8024452601026275,-158.87844789037,5.611736113048465,-158.96832943797,5.630219664589374,-158.96315545988,5.525844535433717,-158.96128211179,0.9930591425619835,0.8719331095041323,0.9951165516343274,0.8435831488475062,0.9935097586412396,0.8139991805721096,0.9726635296310101,0.7666499720462169,1
49,11_43_opt.xyz,11_opt.xyz,43_opt.xyz,2.2540568983371774,5.84243960031802,1.8030460026074069,-166.34426945094,5.865299808795538,-166.44081803068,5.39293616662262,-166.43010885058,5.607924498216657,-166.43706967027,0.9930591425619835,0.8839424070247934,0.9951165516343274,0.8520315145201198,0.9935097586412396,0.8206942789034565,0.9726635296310101,0.7763813827804696,1
50,11_44_opt.xyz,11_opt.xyz,44_opt.xyz,1.3923981513750632,4.964141152163537,1.7541031082727625,-125.52734251927,1.841090631464928,-125.5592501403,4.919221952948114,-125.584578569,5.062309987838854,-125.58333266686,0.9930591425619835,0.9160963326446281,0.9951165516343274,0.8270770933715328,0.9935097586412396,0.7051083879618594,0.9726635296310101,0.5662621133060007,1
51,11_45_opt.xyz,11_opt.xyz,45_opt.xyz,0.41741226977917856,1.5937987820123691,1.5918236643750825,-127.25304169201,1.5912961276739672,-127.25379155399,4.720475385612448,-127.24195458452,4.717181658270792,-127.24197236222,0.9930591425619835,0.8002324380165289,0.9951165516343274,0.6622444328688631,0.9935097586412396,0.5275160160905841,0.9726635296310101,0.4066110696980991,0
52,11_46_opt.xyz,11_opt.xyz,46_opt.xyz,0.16742402964439496,2.667376985454638,1.6206606514785398,-134.3393379206,1.6150425428110713,-134.33965194659,4.966389924905736,-134.33855906222,5.054132439565287,-134.33781532959,0.9930591425619835,0.8171487603305785,0.9951165516343274,0.7032165646568563,0.9935097586412396,0.6002402413587604,0.9726635296310101,0.5074310473350727,1
53,11_47_opt.xyz,11_opt.xyz,47_opt.xyz,0.23942884273579834,2.1768294067824634,1.6061974211123144,-121.23100716232,1.6058870437116064,-121.23100966076,4.87873408112008,-121.2293709703,4.811031448542053,-121.22668336266,0.9930591425619835,0.8082063533057852,0.9951165516343274,0.6690975387420237,0.9935097586412396,0.5354402562574494,0.9726635296310101,0.41598723443906077,1
54,11_48_opt.xyz,11_opt.xyz,48_opt.xyz,0.5175692154224609,2.6060001267019945,1.6091443658943192,-121.40584131881,1.609366693656869,-121.40583650226,4.874729073261704,-121.40560923691,4.447333553533202,-121.39923857232,0.9930591425619835,0.8087874483471075,0.9951165516343274,0.6698300559968746,0.9935097586412396,0.5362131257449344,0.9726635296310101,0.4166802553112188,1
55,11_49_opt.xyz,11_opt.xyz,49_opt.xyz,0.39154471864175433,1.621898018901808,1.601223074997652,-124.42483083723,1.6012276295353711,-124.42463251314,4.818957298192615,-124.41688586625,4.7972448743210006,-124.41650301945,0.9930591425619835,0.8062693698347108,0.9951165516343274,0.6669813777835656,0.9935097586412396,0.5337269070321812,0.9726635296310101,0.4148574357062989,0
56,11_50_opt.xyz,11_opt.xyz,50_opt.xyz,0.5719556019510541,2.861208868805798,1.6031998908184604,-117.43852372053,1.602732072267759,-117.43852059366,4.888957640262252,-117.43871185681,4.477779237377393,-117.43543122866,0.9930591425619835,0.80494576446281,0.9951165516343274,0.6664930329469984,0.9935097586412396,0.5326001936829559,0.9726635296310101,0.41148551062243754,1
57,11_51_opt.xyz,11_opt.xyz,51_opt.xyz,0.10022316321880954,2.064121671550839,1.6027264180869003,-117.44806265524,1.6015309059356302,-117.44806907324,1.6017469317966977,-117.4480587608,4.856256083261623,-117.44694778384,0.9930591425619835,0.8045260847107438,0.9951165516343274,0.6648814949863263,0.9935097586412396,0.5304678188319428,0.9726635296310101,0.40882990122996643,1
58,1_1_opt.xyz,1_opt.xyz,1_opt.xyz,0.23967970532709765,1.6562761373017816,1.6591839627297462,-7.20243144221,1.6546218521805118,-7.20242184727,1.6549092811531103,-7.2023061044,3.2266220087856383,-7.16697606675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59,1_22_opt.xyz,1_opt.xyz,22_opt.xyz,0.17740308634341515,1.5938271436501257,1.594968020910899,-28.77961011929,1.5952687901787308,-28.77961047438,1.5928989323977254,-28.779569051,1.5846036299911677,-28.7768946122,0.0,0.9208096590909091,0.0,0.8531872639666623,0.0,0.7201560637663885,0.0,0.568358647036899,0
60,1_23_opt.xyz,1_opt.xyz,23_opt.xyz,0.36265402235319244,1.5936368780823689,1.602877395248831,-38.26972221137,1.5938573426789775,-38.28167410736,1.592900677836272,-38.28167282958,1.5989759877749417,-38.27793179289,0.0,0.9473463326446281,0.0,0.9021356947519208,0.0,0.7865576579261025,0.0,0.6528780749161387,0
61,1_24_opt.xyz,1_opt.xyz,24_opt.xyz,0.39744191670449425,1.5943433477284628,1.5930970379093985,-47.78711568179,1.5950007635243253,-47.78440449187,1.5984812722485575,-47.78402947524,1.5981290266186865,-47.7839816471,0.0,0.9499612603305785,0.0,0.918511524938143,0.0,0.841030989272944,0.0,0.7388767238166232,0
62,1_25_opt.xyz,1_opt.xyz,25_opt.xyz,0.23052656713632197,1.6501238705827628,1.6508312708965818,-16.70590280958,1.6542749839356414,-16.6999740208,1.6506312157606322,-16.70590306333,1.6488094756700002,-16.70590401218,0.0,0.9236505681818182,0.0,0.8233331162911838,0.0,0.652096990464839,0.0,0.4512497670518077,0
63,1_26_opt.xyz,1_opt.xyz,26_opt.xyz,0.3894186164294098,1.6675125063852994,1.6688280635738206,-26.18999101461,1.6659302894712602,-26.18802760829,1.664557487924872,-26.18801290654,3.1512827154590184,-26.15887472156,0.0,0.9578060433884298,0.0,0.9019891913009507,0.0,0.7822184147794994,0.0,0.6264326313827805,0
64,1_27_opt.xyz,1_opt.xyz,27_opt.xyz,0.6008949506177639,1.7048825904245823,1.7207227180403586,-35.6611778569,1.7018732027269428,-35.66398032397,2.8256562932228637,-35.64754349079,3.678113514200791,-35.64963532563,0.0,0.9805010330578512,0.0,0.9515887485349654,0.0,0.884423420738975,0.0,0.7786235091315692,0
65,1_28_opt.xyz,1_opt.xyz,28_opt.xyz,0.6995695727530755,3.399849007338835,1.7253791781366687,-45.09941618312,1.734186135631792,-45.09540249675,4.042256403096203,-45.09991269406,3.816729574768055,-45.10069730842,0.0,0.9816632231404959,0.0,0.9653275166037244,0.0,0.9400048420738975,0.0,0.8882256336190831,1
66,1_29_opt.xyz,1_opt.xyz,29_opt.xyz,0.001529151105692483,1.6538780795580772,1.65589356219145,-22.02381442779,1.653234361578024,-22.02380339924,1.6532559816078385,-22.02381126572,1.6531246698067,-22.02381850402,0.0,0.7634297520661157,0.0,0.6488312280244823,0.0,0.5380661501787842,0.0,0.42819954342154304,0
67,1_30_opt.xyz,1_opt.xyz,30_opt.xyz,0.23386481774724596,1.6404376252234463,1.68300578516128,-22.27653790189,1.6390029941593487,-22.28404524341,1.641351881550131,-22.28403827597,1.640579515718296,-22.2840397319,0.0,0.7592652376033058,0.0,0.646747623388462,0.0,0.534388036352801,0.0,0.4230979780096906,0
68,1_31_opt.xyz,1_opt.xyz,31_opt.xyz,0.3167569503037904,1.6949135068954189,1.6837240771832391,-34.68066792755,1.687768053224529,-34.68201809464,1.703827868349613,-34.6824839499,3.724568215134054,-34.65283752165,0.0,0.84349173553719,0.0,0.7933975778096106,0.0,0.7422619934445769,0.0,0.6778734159522922,0
69,1_32_opt.xyz,1_opt.xyz,32_opt.xyz,0.39214699614677234,1.6375256656477695,1.6472761611262392,-18.85319288692,1.6462070101293378,-18.85240662878,1.643258251221834,-18.85344389092,1.6335697476867512,-18.85590986384,0.0,0.7483212809917356,0.0,0.6289393150149759,0.0,0.5143865464839095,0.0,0.40057771151695865,0
70,1_33_opt.xyz,1_opt.xyz,33_opt.xyz,0.002281341575150722,1.6595536087214708,1.6620736162150442,-31.52688668618,1.659329904278413,-31.5268768384,1.6587844703205528,-31.52686560994,1.6580110686136296,-31.52688266023,0.0,0.7910640495867769,0.0,0.738409949212137,0.0,0.688859505363528,0.0,0.6273877189713007,0
71,1_34_opt.xyz,1_opt.xyz,34_opt.xyz,0.32104314514641163,1.6416613899584418,1.6388263449699905,-22.9161275847,1.6409460165066048,-22.91612974329,1.6574101317555232,-22.91269185491,1.6553360992420456,-22.91283089508,0.0,0.7600723140495868,0.0,0.6443221773668446,0.0,0.5327119338498212,0.0,0.42165369921729406,0
